case_id,case_role,feature,feature_group,path_importance,rank,explained_label
F,target_prediction,fd_energy_ratio_1500_3000,spectrum,0.07078110124759879,7,OR
F,target_prediction,fd_f95_hz_0_6k,spectrum,0.05814863291105305,8,OR
F,target_prediction,env_energy_ratio_50_150,envelope,0.0357419743503747,9,OR
F,target_prediction,td_zero_cross_rate,time_shape,0.03527964208394965,10,OR
F,target_prediction,fd_dominant_hz_0_6k,spectrum,0.027860776385995586,11,OR
F,target_prediction,td_shape_factor,time_shape,0.025211392888677818,12,OR
F,target_prediction,td_kurtosis,impact,0.02502653057614782,13,OR
F,target_prediction,fd_energy_ratio_0_500,spectrum,0.02135064799060004,14,OR
F,target_prediction,env_dominant_hz_0_500,envelope,0.02018891695057546,15,OR
F,target_prediction,fd_centroid_hz_0_6k,spectrum,0.019541263754247182,16,OR
F,target_prediction,env_energy_ratio_150_300,envelope,0.016250690554292072,17,OR
F,target_prediction,env_kurtosis,envelope,0.01443450018493178,18,OR
F,target_prediction,fd_energy_ratio_500_1500,spectrum,0.014038112767648837,19,OR
F,target_prediction,fd_energy_ratio_3000_6000,spectrum,0.0081059992134787,20,OR
F,target_prediction,env_energy_ratio_0_50,envelope,0.006369238387544545,21,OR
F,target_prediction,fd_entropy_0_6k,spectrum,0.004472223979369685,22,OR
F,target_prediction,td_impulse_factor,impact,0.003539796284913998,23,OR
F,target_prediction,env_centroid_hz_0_500,envelope,0.0026075236193467623,24,OR
F,target_prediction,td_skewness,time_shape,0.0020025639309964715,25,OR
F,target_prediction,env_energy_ratio_300_500,envelope,0.0018182997358492043,26,OR
F,target_prediction,td_clearance_factor,impact,0.001035870881823563,27,OR
F,target_prediction,td_crest_factor,impact,0.0005874907802249621,28,OR
G,target_prediction,env_rms,envelope,0.12697372844416385,1,OR
G,target_prediction,td_peak_abs,impact,0.10366869631575418,2,OR
G,target_prediction,td_ptp,impact,0.10165986071172389,3,OR
G,target_prediction,td_std,time_energy,0.0994864466156368,4,OR
G,target_prediction,env_entropy_0_500,envelope,0.08588087082240085,5,OR
G,target_prediction,td_rms,time_energy,0.07690687076938996,6,OR
G,target_prediction,fd_energy_ratio_1500_3000,spectrum,0.07140921800363366,7,OR
G,target_prediction,fd_f95_hz_0_6k,spectrum,0.05986539725706347,8,OR
G,target_prediction,td_zero_cross_rate,time_shape,0.03599176696866786,9,OR
G,target_prediction,env_energy_ratio_50_150,envelope,0.028882801355363544,10,OR
G,target_prediction,td_kurtosis,impact,0.02544519065209757,11,OR
G,target_prediction,td_shape_factor,time_shape,0.025019930459404174,12,OR
G,target_prediction,fd_dominant_hz_0_6k,spectrum,0.02411373284032319,13,OR
G,target_prediction,env_dominant_hz_0_500,envelope,0.021239160542101426,14,OR
G,target_prediction,fd_energy_ratio_0_500,spectrum,0.020868846396406928,15,OR
